encoding_id,user_id,day,encoding
15,621e32af67b776a24045b4cf,14,[ 2  6  5 11  7  0  0  0 15  9 12  3  4 14 16 13  8 10  1  1  0  0  1  0]
16,621e32af67b776a24045b4cf,15,[ 4  6  5 11  9  0  0  0 15  7 12  3  2 14 16 13  8 10  1  0  0  0  1  0]
17,621e32af67b776a24045b4cf,16,[ 4  6  5 11  7  0  0  0 15  8 12  3  2 14 16 13  9 10  1  1  0  0  1  0]
18,621e32af67b776a24045b4cf,17,[ 2  4  3  9  7  0  0  0 13  6 10  0  0 12 14 11  5  8  1  0  0  0  1  0]
19,621e32af67b776a24045b4cf,18,[ 3  6  5 11  9  0  0  0 15  8 12  4  2 14 16 13  7 10  1  1  0  0  1  1]
20,621e32af67b776a24045b4cf,19,[ 2  4  3  8  5  0  0  0 12  6  9  0  0 11 13 10  4  7  1  1  0  0  1  0]
21,621e32af67b776a24045b4cf,20,[ 2  4  3  9  7  0  0  0 13  6 10  0  0 12 14 11  5  8  1  0  0  0  1  0]
22,621e32af67b776a24045b4cf,21,[ 2  6  5 11  7  0  0  0 15  8 12  3  4 14 16 13  9 10  1  0  0  0  1  0]
23,621e32af67b776a24045b4cf,22,[ 2  4  3  9  6  0  0  0 13  5 10  0  0 12 14 11  7  8  1  1  0  0  1  0]
24,621e32af67b776a24045b4cf,23,[ 4  6  5 11  8  0  0  0 15  9 12  3  2 14 16 13  7 10  1  1  0  0  1  0]
25,621e32af67b776a24045b4cf,24,[ 3  6  5 10  7  0  0  0 14  9 11  4  2 13 15 12  8 10  1  1  1  0  1  0]
26,621e32af67b776a24045b4cf,25,[2 0 0 0 0 0 0 0 7 4 5 2 3 6 0 0 0 0 1 1 0 0 1 0]
27,621e32af67b776a24045b4cf,26,[ 3  6  2  0  5  0  0  0 12  7 10  0  0 11 13  9  4  8  1  1  0  0  1  0]
28,621e32af67b776a24045b4cf,27,[ 4  6  5 11  9  0  0  0 15  8 12  3  2 14 16 13  7 10  1  0  0  0  1  0]
29,621e32af67b776a24045b4cf,28,[ 3  6  5 11  8  0  0  0 15  7 12  4  2 14 16 13  9 10  1  0  0  0  1  1]
30,621e32af67b776a24045b4cf,29,[ 4  6  5 11  9  0  0  0 15  7 12  3  2 14 16 13  8 10  1  1  0  0  1  0]
31,621e32af67b776a24045b4cf,30,[2 0 0 0 0 0 0 0 6 3 4 0 0 5 0 0 0 0 1 1 0 0 1 0]
32,621e32af67b776a24045b4cf,31,[ 3  6  5 10  0  0  0  0 14  8 11  4  2 13 15 12  7  9  1  1  0  0  1  0]
33,621e32af67b776a24045b4cf,32,[ 2  6  4 11  8  0  0  0 15  9 10  3  5 14 16 13  7 12  1  1  0  0  1  0]
34,621e32af67b776a24045b4cf,33,[ 2  5  3  9  7  0  0  0 15  8 12  6  4 14 16 13 11 10  1  0  1  0  1  0]
35,621e32af67b776a24045b4cf,34,[ 2  4  3  9  7  0  0  0 13  6 10  0  0 12 14 11  5  8  1  1  1  0  1  1]
36,621e32af67b776a24045b4cf,35,[ 3  6  4 11  8  0  0  0 15  7 12  2  5 14 16 13  9 10  1  1  0  0  1  0]
37,621e32af67b776a24045b4cf,36,[ 4  6  5 11  9  0  0  0 15  8 12  3  2 14 16 13  7 10  1  0  0  0  1  0]
38,621e32af67b776a24045b4cf,37,[2 0 0 0 0 0 0 0 6 3 4 0 0 5 0 0 0 0 1 1 0 0 1 0]
39,621e32af67b776a24045b4cf,38,[ 4  5  5 10  8  0  0  0 14  7 11  2  3 13 15 12  6  9  1  1  1  0  1  0]
40,621e32af67b776a24045b4cf,39,[ 3  5  4 11  8  0  0  0 15  9 12  2  6 14 16 13  7 10  1  1  0  0  1  1]
41,621e32af67b776a24045b4cf,40,[ 4  6  5 10  7  0  0  0 14  8 11  2  3 13 15 12  7  9  1  0  0  0  1  0]
42,621e32af67b776a24045b4cf,41,[ 2  4  3  9  7  0  0  0 13  5 10  0  0 12 14 11  6  8  1  0  0  0  1  0]
43,621e32af67b776a24045b4cf,42,[ 3  4  5  0  6  0  0  0 14  8 11  2  7 13 15 12  9 10  1  1  1  0  0  0]
44,621e32af67b776a24045b4cf,43,[ 3  4  2  9  5  0  0  0 13  6 10  0  0 12 14 11  7  8  1  1  0  0  1  0]
45,621e32af67b776a24045b4cf,44,[ 5  7  4 11  8  0  0  0 15  9 12  3  2 14 16 13  6 10  1  1  0  0  1  0]
46,621e32af67b776a24045b4cf,45,[ 5  6  4 11  7  0  0  0 15  8 12  2  3 14 16 13 10  9  1  1  1  0  1  0]
47,621e32af67b776a24045b4cf,46,[ 5  6  4 11  9  0  0  0 15  8 12  2  3 14 16 13  7 10  1  1  0  0  1  0]
48,621e32af67b776a24045b4cf,47,[ 5  6  4 11  7  0  0  0 15  8 12  3  2 14 16 13  9 10  1  1  0  0  1  0]
49,621e32af67b776a24045b4cf,48,[ 5  6  4 11  7  0  0  0 15  8 12  3  2 14 16 13  9 10  1  1  1  0  1  1]
50,621e32af67b776a24045b4cf,49,[ 3  4  2  8  6  0  0  0 12  6  9  0  0 11 13 10  5  7  1  1  0  0  1  0]
51,621e32af67b776a24045b4cf,50,[ 5  6  4 11  7  0  0  0 15  8 12  2  3 14 16 13  9 10  1  1  1  0  1  0]
52,621e32af67b776a24045b4cf,51,[ 3  4  2  9  7  0  0  0 13  6 10  0  0 12 14 11  5  8  1  0  0  0  1  0]
53,621e32af67b776a24045b4cf,52,[ 6  7  4 11  9  1  0  0 15  8 12  2  3 14 16 13  5 10  1  1  0  0  1  0]
54,621e32af67b776a24045b4cf,53,[ 3  4  2  9  5  0  0  0 13  6 10  0  0 12 14 11  7  8  1  1  0  0  1  0]
55,621e32af67b776a24045b4cf,54,[ 6  5  3  0  8  0  0  0 13  7 10  4  2 12 14 11  8  9  1  0  0  0  1  0]
56,621e32af67b776a24045b4cf,55,[ 4  3  2  0  6  0  0  0 12  5  9  0  0 11 13 10  7  8  1  0  0  0  1  0]
57,621e32af67b776a24045b4cf,56,[ 4  3  2  0  6  0  0  0 12  7  9  0  0 11 13 10  5  8  1  1  0  0  1  0]
58,621e32af67b776a24045b4cf,57,[ 6  5  3 10  7  0  0  0 14  8 11  2  4 13 15 12  5  9  1  0  0  0  1  0]
59,621e32af67b776a24045b4cf,58,[ 7  5  4 11  8  0  0  0 15  9 12  3  2 14 16 13  6 10  1  1  0  0  1  0]
60,621e32af67b776a24045b4cf,59,[ 5  4  2  9  6  0  0  0 13  7 10  0  0 12 14 11  3  8  1  1  0  0  1  0]
61,621e32af67b776a24045b4cf,60,[ 6  5  4 11  7  0  0  0 15  8 12  2  3 14 16 13  9 10  1  0  1  0  0  0]
62,621e32af67b776a24045b4cf,61,[ 4  3  2  9  6  0  0  0 13  5 10  0  0 12 14 11  7  8  1  1  1  0  1  0]
63,621e32af67b776a24045b4cf,62,[ 6  5  4  0  9  0  0  0 14  8 11  2  3 13 15 12  7 10  1  1  1  0  1  0]
64,621e32af67b776a24045b4cf,63,[2 0 0 6 3 0 0 0 0 0 0 0 0 0 8 7 4 5 1 1 0 0 1 0]
65,621e337667b776a240ce78ab,0,[ 0  4  3  9  5  0  0  0 13  6 10  2  0 12 14 11  7  8  1  0  1  0  1  0]
66,621e337667b776a240ce78ab,1,[ 1  5  4 10  7  0  0  0 14  8 11  3  2 13 15 12  6  9  1  0  1  0  1  0]
67,621e337667b776a240ce78ab,2,[ 2  4  3  9  6  0  0  0 13  7 10  0  0 12 14 11  5  8  1  0  0  0  1  0]
68,621e337667b776a240ce78ab,3,[ 2  6  5  9  8  0  0  0 14  7 11  4  3 12 15 13  8 10  1  0  1  0  1  0]
69,621e337667b776a240ce78ab,4,[ 2  5  3 10  6  0  0  0 15  7 12 11  4 14 16 13  8  9  1  0  0  0  1  0]
70,621e337667b776a240ce78ab,5,[ 2  5  4 10  7  0  0  0 15  9 12  6  3 14 16 13  8 11  1  0  1  0  1  0]
71,621e337667b776a240ce78ab,6,[ 2  4  3  8  7  0  0  0 13  6 10  0  0 12 14 11  5  9  1  0  1  0  1  0]
72,621e337667b776a240ce78ab,7,[ 2  3  4  8  6  0  0  0 13  5 10  0  0 12 14 11  7  9  1  0  0  0  1  0]
73,621e337667b776a240ce78ab,8,[ 2  6  5 10  9  0  0  0 15  8 12  4  3 14 16 13  7 11  1  0  0  0  1  1]
74,621e337667b776a240ce78ab,9,[ 2  7  4 10  9  0  0  0 14  8 11  3  5 13 15 12  6 10  1  0  0  0  1  0]
75,621e337667b776a240ce78ab,10,[ 2  5  4  8  7  0  0  0 14  6 11  3  0 13 15 12  9 10  1  0  1  0  1  0]
76,621e337667b776a240ce78ab,11,[ 2  6  5  9  8  0  0  0 15  7 12  3  4 14 16 13 11 10  1  0  0  0  1  1]
77,621e337667b776a240ce78ab,12,[ 2  5  4  9  6  0  0  0 15  7 12 11  3 13 16 14 10  8  1  0  1  0  1  0]
78,621e337667b776a240ce78ab,13,[ 3  5  4  9  6  0  0  0 14  7 11  2  2 13 15 12  8 10  1  1  0  0  1  0]
79,621e337667b776a240ce78ab,14,[ 2  5  4  9  7  0  0  0 14  6 11  3  0 13 15 12  8 10  1  0  0  0  1  0]
80,621e337667b776a240ce78ab,15,[ 2  5  3  9  7  0  0  0 14  6 11  4  1 13 15 12  8 10  1  1  0  0  1  0]
81,621e337667b776a240ce78ab,16,[ 2  6  4 10  9  0  0  0 15  8 12  5  3 14 16 13  7 11  1  1  1  0  1  0]
82,621e337667b776a240ce78ab,17,[ 2  5  4  8  6  0  0  0 13  7 10  3  0 12 14 11  9  9  1  1  1  0  1  0]
83,621e337667b776a240ce78ab,18,[ 2  6  5 11  9  0  0  0 15  8 12  3  4 14 16 13  7 10  1  1  0  0  1  0]
84,621e337667b776a240ce78ab,19,[ 3  5  4 10  6  0  0  0 14  7 11  2  1 13 15 12  8  9  1  0  1  0  1  0]
85,621e337667b776a240ce78ab,20,[ 3  6  5  0  8  0  0  0 14  7 11  2  4 13 15 12  9 10  1  0  0  0  1  1]
86,621e337667b776a240ce78ab,21,[ 2  4  3  8  6  0  0  0 13  5 10  0  0 12 14 11  7  9  1  0  0  0  1  0]
87,621e337667b776a240ce78ab,22,[ 2  4  3  8  6  0  0  0 12  5  9  0  0 11 13 10  7  8  1  1  0  0  1  0]
88,621e337667b776a240ce78ab,23,[ 2  7  4 10  8  1  0  0 15  9 12  3  6 14 16 13  5 11  1  0  1  0  0  0]
89,621e337667b776a240ce78ab,24,[ 2  4  3  7  5  0  0  0 11  5  8  0  0 10 12  9  6  7  1  0  1  0  1  0]
90,621e337667b776a240ce78ab,25,[ 3  5  4  9  7  0  0  0 13  7 10  2  8 12 14 11  6  9  1  0  1  0  1  0]
91,621e337667b776a240ce78ab,26,[ 3  5  4  9  7  0  0  0 15  8 11 12  2 14 16 13  6 10  1  0  1  0  1  0]
92,621e337667b776a240ce78ab,27,[ 3  5  4  9  7  0  0  0 14  6 11  2  1 13 15 12  8 10  1  0  1  0  1  0]
93,621e337667b776a240ce78ab,28,[ 4  6  5 11  8  0  0  0 15  7 12  2  3 14 16 13  9 10  1  0  0  0  1  0]
94,621e337667b776a240ce78ab,29,[ 3  6  4 10  9  0  0  0 14  8 11  5  2 13 15 12  7 10  1  0  0  0  1  0]
95,621e337667b776a240ce78ab,30,[ 2  5  3 10  7  0  0  0 14  6 11  4  0 12 15 13  8  9  1  0  0  0  1  0]
96,621e337667b776a240ce78ab,31,[ 3  5  4  9  7  0  0  0 14  6 11  2  0 12 15 13 10  8  1  0  0  0  1  0]
97,621e337667b776a240ce78ab,32,[ 3  5  4  0  6  0  0  0 13  7 10  9  2 12 14 11  5  8  1  0  0  0  1  0]
98,621e337667b776a240ce78ab,33,[ 2  0  0  7  5  0  0  0 13  6 10  4  3 12 14 11  9  8  1  0  0  0  1  0]
99,621e337667b776a240ce78ab,34,[ 4  6  3  9  5  0  0  0 14  7 11  2  0 13 15 12 10  8  1  0  1  0  1  0]
100,621e337667b776a240ce78ab,35,[ 2  4  3  8  5  0  0  0 13  7 10  0  0 12 14 11  6  9  1  0  0  0  0  0]
101,621e337667b776a240ce78ab,36,[ 3  5  4 11  7  0  0  0 15  8 12  6  2 14 16 13  9 10  1  0  0  0  1  0]
102,621e337667b776a240ce78ab,37,[ 3  5  4  9  7  0  0  0 14  6 11  2  0 13 15 12  8 10  1  0  1  0  1  0]
103,621e337667b776a240ce78ab,38,[ 2  5  4 10  7  0  0  0 15  8 12  6  3 14 16 13 11  9  1  0  0  0  1  0]
104,621e337667b776a240ce78ab,39,[ 5  7  3  9  8  0  0  0 14  8 11  2  4 13 15 12  6 10  1  0  1  0  1  0]
105,621e337667b776a240ce78ab,40,[ 4  6  5 11  8  0  0  0 15  9 12  2  3 14 16 13  7 10  1  0  1  0  1  0]
106,621e337667b776a240ce78ab,41,[2 0 0 0 0 0 0 0 6 3 4 0 0 5 0 0 0 0 1 0 1 0 1 0]
107,621e337667b776a240ce78ab,42,[ 2  4  3  8  6  0  0  0 13  5 10  0  0 12 14 11  7  9  1  1  0  0  1  0]
108,621e337667b776a240ce78ab,43,[ 2  4  3  9  6  0  0  0 14  7 11  5  0 13 15 12  8 10  1  0  0  0  1  0]
109,621e337667b776a240ce78ab,44,[ 3  4  2  9  6  0  0  0 12  5  8  0  0 11 13 10  7  9  1  1  0  0  1  0]
110,621e337667b776a240ce78ab,45,[ 5  6  4 10  7  0  0  0 15  8 12  3  2 14 16 13  9 11  1  0  0  0  1  0]
111,621e337667b776a240ce78ab,46,[ 2  5  4  9  7  0  0  0 14  8 11 10  3 13 15 12  6  9  1  0  1  0  1  0]
112,621e337667b776a240ce78ab,47,[ 2  4  3  8  6  0  0  0 13  5 10  0  0 12 14 11  7  9  1  0  1  0  1  0]
113,621e337667b776a240ce78ab,48,[ 4  5  3  9  6  0  0  0 15  8 12 11  2 14 16 13  7 10  1  1  1  0  1  0]
114,621e337667b776a240ce78ab,49,[ 5  6  4 10  7  0  0  0 15  9 12  3  2 14 16 13  8 11  1  0  1  0  1  0]
115,621e337667b776a240ce78ab,50,[ 3  4  2  8  6  0  0  0 13  5 10  0  0 12 14 11  7  9  1  0  0  0  1  0]
116,621e337667b776a240ce78ab,51,[ 4  7  3 10  8  1  0  0 15  9 12  5  2 14 16 13  6 11  1  0  0  0  1  0]
117,621e337667b776a240ce78ab,52,[ 5  7  4  9  8  0  0  0 14  8 11  3  2 13 15 12  6 10  1  0  1  0  1  0]
118,621e337667b776a240ce78ab,53,[ 5  6  3  0  7  0  0  0 14  9 11  2  4 13 15 12  8 10  1  0  1  0  1  0]
119,621e337667b776a240ce78ab,54,[ 5  6  4  0  7  0  0  0 14  8 11  3  2 13 15 12 10  9  1  0  0  0  1  0]
120,621e337667b776a240ce78ab,55,[ 3  4  2  0  7  0  0  0 12  6  9  0  0 11 13 10  5  8  1  0  1  0  1  0]
121,621e337667b776a240ce78ab,56,[ 5  5  4  0  7  1  0  0 13  6 10  3  2 11 14 12  8  9  1  0  1  0  1  0]
122,621e337667b776a240ce78ab,57,[ 5  4  3  0  8  0  0  0 13  6 10  2  0 12 14 11  7  9  1  0  0  0  1  0]
123,621e337667b776a240ce78ab,58,[ 6  5  4 10  8  0  0  0 15  9 12  3  7 14 16 13  2 11  1  0  1  0  1  0]
124,621e337667b776a240ce78ab,59,[2 0 0 0 0 0 0 0 8 4 6 5 3 7 0 0 0 0 1 1 0 0 1 0]
125,621e337667b776a240ce78ab,60,[ 7  6  4  9  0  0  0  0 14  8 11  3  2 13 15 12  5 10  1  0  1  0  1  0]
126,621e337667b776a240ce78ab,61,[4 0 0 0 0 0 0 0 8 5 6 2 3 7 0 0 0 0 1 0 1 0 1 0]
127,621e337667b776a240ce78ab,62,[ 5  4  6  9  0  0  0  0 14  7 11  3  2 13 15 12  8 10  1  0  1  0  1  0]
128,621e337667b776a240ce78ab,63,[ 6  4  5  9  8  0  0  0 15  7 12  3  2 14 16 13 11 10  1  0  0  0  1  0]
129,621e337667b776a240ce78ab,64,[ 4  2  3  8  6  0  0  0 13  5 10  0  0 12 14 11  9  7  1  0  0  0  0  0]
130,621e337667b776a240ce78ab,65,[3 0 0 0 0 0 0 0 7 4 5 2 0 6 0 0 0 0 1 0 0 0 0 0]
131,621e337667b776a240ce78ab,66,[ 6  5  4 10  7  0  0  0 15  8 12  2  3 14 16 13  9 11  1  0  0  0  0  0]
132,621e337667b776a240ce78ab,67,[ 7  6  4 10  8  0  0  0 15  9 12  2  3 14 16 13  5 11  1  0  0  0  0  0]
133,621e337667b776a240ce78ab,68,[ 6  4  3  9  5  0  0  0 14  7 11  2  0 13 15 12 10  8  1  0  0  0  0  0]
134,621e337667b776a240ce78ab,69,[ 7  5  4 10  8  0  0  0 15  9 12  2  3 14 16 13  6 11  1  0  0  0  0  0]
135,621e337667b776a240ce78ab,70,[ 5  3  2  9  4  0  0  0 13  6 10  0  0 12 14 11  7  8  1  0  0  0  0  0]
136,621e337667b776a240ce78ab,71,[ 8  6  4 11  7  0  0  0 15  9 12  2  3 14 16 13  5 10  1  0  0  0  0  0]
137,621e337667b776a240ce78ab,72,[ 7  5  3 11  6  0  0  0 15  8 12  4  2 14 16 13  9 10  1  0  0  0  0  0]
138,621e337667b776a240ce78ab,73,[ 5  3  2  8  4  0  0  0 12  6  9  0  0 11 13 10  7  8  1  0  0  0  0  0]
139,621e337667b776a240ce78ab,74,[ 6  5  3  9  5  0  0  0 13  7 10  2  1 12 14 11  4  8  1  0  0  0  0  0]
140,621e337667b776a240ce78ab,75,[ 5  3  2  9  4  0  0  0 13  7 10  0  0 12 14 11  6  8  1  0  0  0  0  0]
141,621e337667b776a240ce78ab,76,[ 8  6  4 10  7  0  0  0 14  9 11  2  3 13 15 12  5 10  1  0  0  0  0  0]
142,621e337667b776a240ce78ab,77,[ 6  5  3  9  6  0  0  0 14  8 11  7  4 13 15 12  2 10  1  0  0  0  0  0]
143,621e337667b776a240ce78ab,78,[ 8  6  5 10  9  0  0  0 15  7 12  3  2 14 16 13  4 11  1  0  0  0  0  0]
144,621e337667b776a240ce78ab,79,[ 7  4  5 10  9  1  0  0 15  8 12  3  2 14 16 13  6 11  1  0  0  0  0  0]
145,621e337667b776a240ce78ab,80,[ 6  5  3  9  7  0  0  0 15  8 12 11  2 14 16 13  4 10  1  0  0  0  0  0]
146,621e337667b776a240ce78ab,81,[ 8  4  3  9  6  0  0  0 14  7 11  2  2 13 15 12  5 10  1  0  0  0  0  0]
147,621e337667b776a240ce78ab,82,[ 9  6  4 10  8  0  0  0 14  7 11  2  3 13 15 12  5 10  1  0  0  0  0  0]
148,621e337667b776a240ce78ab,83,[ 9  6  4 11  8  0  0  0 15  7 12  3  2 14 16 13  5 10  1  0  0  0  0  0]
149,621e337667b776a240ce78ab,84,[ 8  4  2  9  5  0  0  0 13  7 10  3  1 12 14 11  6  9  1  0  0  0  0  0]
150,621e337667b776a240ce78ab,85,[ 5  0  0  7  4  0  0  0 10  0  2  0  0  9 11  8  3  6  1  0  0  0  0  0]
151,621e337667b776a240ce78ab,86,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
152,621e337667b776a240ce78ab,87,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
153,621e337667b776a240ce78ab,88,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
154,621e337667b776a240ce78ab,89,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
155,621e337667b776a240ce78ab,90,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
156,621e337667b776a240ce78ab,91,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
157,621e337667b776a240ce78ab,92,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
158,621e337667b776a240ce78ab,93,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
159,621e337667b776a240ce78ab,94,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
160,621e337667b776a240ce78ab,95,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
161,621e337667b776a240ce78ab,96,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
162,621e337667b776a240ce78ab,97,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
163,621e337667b776a240ce78ab,98,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
164,621e337667b776a240ce78ab,99,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
165,621e337667b776a240ce78ab,100,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
166,621e337667b776a240ce78ab,101,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
167,621e337667b776a240ce78ab,102,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
168,621e337667b776a240ce78ab,103,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
169,621e337667b776a240ce78ab,104,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
170,621e337667b776a240ce78ab,105,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
171,621e337667b776a240ce78ab,106,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
172,621e337667b776a240ce78ab,107,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
173,621e337667b776a240ce78ab,108,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
174,621e337667b776a240ce78ab,109,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
175,621e337667b776a240ce78ab,110,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
176,621e337667b776a240ce78ab,111,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
177,621e337667b776a240ce78ab,112,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
178,621e337667b776a240ce78ab,113,[2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0]
179,621e33b067b776a240f39e56,0,[ 0  6  5  9  8  0  0  0 13  7 11  3  2 12 14 10  4  9  1  0  0  0  0  0]
180,621e33b067b776a240f39e56,1,[ 1  3  4  7  6  0  0  0 12  5  9  0  0 11 13 10  2  8  1  0  0  0  0  0]
181,621e33b067b776a240f39e56,2,[ 2  4  5  9  7  0  0  0 13  6 10  0  0 12 14 11  3  8  1  1  0  0  0  0]
182,621e33b067b776a240f39e56,3,[ 3  6  8 10  9  0  0  0 15  7 12  4  2 14 16 13  5 11  1  1  1  0  1  0]
183,621e33b067b776a240f39e56,4,[ 2  5  8 11  9  0  0  0 15  7 12  6  3 14 16 13  4 10  1  1  1  0  1  0]
184,621e33b067b776a240f39e56,5,[ 2  5  6  9  8  0  0  0 14  7 12  3  1 13 15 11  4 10  1  1  1  0  1  0]
185,621e33b067b776a240f39e56,6,[ 2  4  6 10  8  0  0  0 14  7 11  3  0 13 15 12  5  9  1  0  0  0  1  0]
186,621e33b067b776a240f39e56,7,[ 2  5  6  9  8  0  0  0 14  7 11  3  0 13 15 12  4 10  1  0  0  0  1  0]
187,621e33b067b776a240f39e56,8,[ 3  5  7 10  8  0  0  0 15  9 13  6  2 14 16 12  4 11  1  1  1  0  1  0]
188,621e33b067b776a240f39e56,9,[ 2  5  6  9  8  0  0  0 14  8 12  7  3 13 15 11  4 10  1  1  0  0  1  0]
189,621e33b067b776a240f39e56,10,[ 3  6  7 10  9  0  0  0 14  8 11  4  2 13 15 12  5 10  1  1  0  0  1  0]
190,621e33b067b776a240f39e56,11,[ 2  4  5  8  7  0  0  0 13  6 10  0  0 12 14 11  3  9  1  0  0  0  1  0]
191,621e33b067b776a240f39e56,12,[ 2  5  4  9  7  0  0  0 15  8 13 11  6 14 16 12  3 10  1  0  0  0  0  0]
192,621e33b067b776a240f39e56,13,[ 2  4  6 10  9  0  0  0 15  8 12  7  3 14 16 13  5 11  1  1  0  0  1  0]
193,621e33b067b776a240f39e56,14,[ 3  0  0  0  6  0  0  0 12  7 10  5  4 11 13  9  2  8  1  0  1  0  1  1]
194,621e33b067b776a240f39e56,15,[ 2  4  4  7  6  0  0  0 12  5 10  0  0 11 13  9  3  8  1  1  0  0  1  0]
195,621e33b067b776a240f39e56,16,[ 3  6  7 10  9  0  0  0 15  8 13  5  2 14 16 12  4 11  1  1  0  0  0  0]
196,621e33b067b776a240f39e56,17,[ 3  7  6 10  9  0  0  0 14  8 12  4  2 13 15 11  5 10  1  0  1  0  1  0]
197,621e33b067b776a240f39e56,18,[ 4  5  8 10  9  0  0  0 15  7 13  3  2 14 16 12  6 11  1  0  0  0  1  0]
198,621e33b067b776a240f39e56,19,[ 3  5  7  9  8  0  0  0 14  8 13  4  2 12 15 11  6 10  1  0  0  0  1  0]
199,621e33b067b776a240f39e56,20,[ 3  6  7 10  9  0  0  0 15  8 13  5  2 14 16 12  4 11  1  0  0  0  1  0]
